SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Gender_Female,Gender_Male,City_Ahmedabad,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kochi,City_Kolkata,City_Mumbai,City_Pune,Stream_CS,Stream_Civil,Stream_ECE,Stream_EE,Stream_IT,Stream_Mechanical,Specialisation_AI,Specialisation_DataScience,Specialisation_Embedded,Specialisation_Networking,Hostel_No,Hostel_Yes,HistoryOfBacklogs_No,HistoryOfBacklogs_Yes,CollegeTier,CGPA_Tier,PlacementStatus
1.8346006915291062,1.789640118859075,1.7792643149376624,1.749984724134391,1.371570461834646,1.6975125165788172,1.652720641708564,1.649359116087405,1.6293880511985883,0.8755483085646665,1.0794455251337551,0.7393151228144674,1.193989254349624,1.7565375707388684,0.3692699971685579,0.6080985054970623,0.36924187921282614,0.37838238774651967,0.9066565492011601,-1.0679002570016125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-0.02740286954569418,-0.16523767455298158,-0.1587404578814047,-0.2024198354623764,-0.175015361003574,-0.34603825217991946,-0.11938285946006512,0.11305988759773362,-0.16289623836798156,0.009064940810346648,-0.15392459042126677,-0.08969936789473586,-0.8302359797770591,0.058107537511781666,0.3692699971685579,-0.0427990573240957,0.26357664456564944,-0.053390565626085754,-0.11603011911454415,-1.0679002570016125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1
0.7884573480277167,0.8447825187099138,0.7297800027466056,0.07104399536062396,0.42853032595768276,0.48882700091054043,0.348255564459434,0.5641953753288278,0.498394861575546,0.09731787641495401,-0.15392459042126677,-0.08969936789473586,0.18187663728628245,0.907322554125325,-1.0244646590630249,-0.5445325953320712,-1.00440617120047,-0.03867103312474671,0.15468105779255392,-1.0679002570016125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
1.2687621535346443,1.2357580773923247,1.2448643277483515,0.8278392481033451,1.2772664482469493,0.9685630045520729,1.0374069260250125,1.1006808201982363,1.0917027643286168,-0.3198778191704596,-0.15392459042126677,-0.08969936789473586,0.18187663728628245,1.7565375707388684,1.763004653400141,1.3471384466169178,-0.05341905937588028,0.5648297994301453,0.6600085880191369,0.9364170421755879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
-1.5209534291357283,-1.5336521299414205,-1.2661717566351578,-1.849562444373004,-1.7027403811242556,-1.6419484957830206,-1.8668738120013517,-1.795121296994597,-1.7017886111337603,0.09731787641495401,-1.3872947059762888,-0.08969936789473586,-1.8423485968404005,-0.7911074791017617,-1.0244646590630249,-0.09026033794647197,0.1579114099184727,-0.2545575098110494,0.022333371304639565,-1.0679002570016125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0
-0.7577293546315702,-0.49105064012165756,-0.7188946613208029,-0.7684263690262598,-0.33847565122224815,-0.6824764884999553,-0.7962279467119717,-0.6002218970581858,-0.5955165841254295,-0.9938093274238201,-0.15392459042126677,-0.08969936789473586,0.18187663728628245,0.058107537511781666,-1.0244646590630249,-0.16484235035306255,0.5805723485071796,0.1281503352237599,-0.037824668008048894,0.9364170421755879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
-0.4945486392853084,-0.8364123836244537,-1.0987693510095902,-0.5967165217653067,-0.8351434561174491,-1.0812181019162939,-1.0177408843580504,-0.6002218970581858,-0.8983508261556431,-0.5926596201301534,-1.3872947059762888,-0.08969936789473586,-0.8302359797770591,0.058107537511781666,-1.0244646590630249,0.025002772136441538,-0.05341905937588028,0.039833140215727085,-0.44088353140306175,-1.0679002570016125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0
0.4726404896122026,0.4342581820933822,0.6074474755586914,0.3699463220741354,0.32793937813080654,0.41406294839497687,0.22519282132272408,0.39349546105219746,0.3377073045799221,1.8703995826529605,2.312815640688777,0.7393151228144674,1.193989254349624,1.7565375707388684,0.3692699971685579,1.103051860558984,1.9542203989204756,1.1143590128134608,0.7743088627132453,0.9364170421755879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1
-0.1260956378005425,-0.43892056563066933,-0.39052840413219037,-0.24693720327077137,0.05760120584607655,-0.3024258882125072,-0.23629246543993962,-0.008868622599859478,-0.1690765290216598,-0.8173034562146065,1.0794455251337551,0.7393151228144674,1.193989254349624,0.907322554125325,1.763004653400141,0.872525640393157,1.4258942256845926,1.546131966186067,1.0510358435516118,0.9364170421755879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1
-0.7972064619335092,-0.6735059008401157,-0.4871067150700173,-0.36141043477807405,-0.6779701001379551,-0.25881352424509496,-0.39012089436082753,-0.41123270625191644,-0.4595501897445175,0.8835713027105405,-0.15392459042126677,0.7393151228144674,2.2061018714129657,1.7565375707388684,1.763004653400141,1.1979744218037356,1.0032332870958856,-0.02395150062340803,0.6961034116067505,-1.0679002570016125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1
0.20945977426594142,-0.10007508143924604,-0.30038864725688513,0.032886251524856205,-0.28189324306963043,-0.10928541921396832,-0.07015776220538095,-0.14298998381721215,1.6541092138132991,1.6377327524226333,2.312815640688777,2.397344104232874,0.18187663728628245,1.7565375707388684,1.763004653400141,1.9437945458696453,0.1579114099184727,1.9631853870573337,0.9367355688575043,0.9364170421755879,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1
